url,titulo,preco,vendas,teste,marca
https://produto.mercadolivre.com.br/MLB-1947496320-parafusadeira-furadeira-impacto-20v-brushless-dcd778-dewalt-_JM?searchVariation=174157662033#searchVariation=174157662033&position=41&search_layout=stack&type=item&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Parafusadeira Furadeira Impacto 20v Brushless Dcd778 Dewalt,1.189,87,32,DeWalt
https://www.mercadolivre.com.br/furadeira-martelete-eletrica-de-10mm-blackdecker-pro-tm500kb9-60hz-500w-laranja-127v-con-maleta-de-transporte-acessorios/p/MLB15845657?pdp_filters=category:MLB189007#searchVariation=MLB15845657&position=6&search_layout=stack&type=product&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Furadeira martelete elétrica de 10mm Black+Decker PRO TM500KB9 60Hz 500W laranja 127V con maleta de transporte + acessórios,199,2008,32,Black+Decker
https://www.mercadolivre.com.br/furadeira-martelete-sem-fio-de-13mm-makita-heavy-duty-xgt-hp001gd201-azul-turquesa-127v-con-makpac-acessorios/p/MLB18569027?pdp_filters=category:MLB189007#searchVariation=MLB18569027&position=13&search_layout=stack&type=product&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Furadeira martelete sem fio de 13mm Makita Heavy Duty XGT HP001GD201 azul-turquesa 127V con makpac + acessórios,4.300,21,32,Makita
https://www.mercadolivre.com.br/furadeira-martelete-eletrica-de-13mm-makita-hp1640kx1-760w-azul-turquesa-127v-con-maleta-de-transporte-acessorios/p/MLB9431298?pdp_filters=category:MLB189007#searchVariation=MLB9431298&position=5&search_layout=stack&type=product&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Furadeira martelete elétrica de 13mm Makita HP1640KX1 760W azul-turquesa 127V con maleta de transporte + acessórios,519,1497,32,Makita
https://www.mercadolivre.com.br/furadeira-martelete-eletrica-de-10mm-goodyear-gy-di-10600-3-600w-azul-110v/p/MLB16089197?pdp_filters=category:MLB189007#searchVariation=MLB16089197&position=4&search_layout=stack&type=product&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Furadeira martelete elétrica de 10mm Goodyear GY-DI-10600-3 600W azul 110V,143,1454,32,Goodyear
https://produto.mercadolivre.com.br/MLB-1460228895-furadeira-parafusadeira-38-bateria-12-volts-velocidade-_JM?searchVariation=81166742190#searchVariation=81166742190&position=38&search_layout=stack&type=item&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Furadeira Parafusadeira 3/8  À Bateria 12 Volts Velocidade,226,120,32,Hammer
https://www.mercadolivre.com.br/furadeira-martelete-eletrica-de-10mm-hammer-fi-5000-550w-preta-220v/p/MLB9361102?pdp_filters=category:MLB189007#searchVariation=MLB9361102&position=3&search_layout=stack&type=product&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Furadeira martelete elétrica de 10mm Hammer FI-5000 550W preta 220V,189,21,32,Hammer
https://produto.mercadolivre.com.br/MLB-2033382569-furadeira-impacto-parafusadeira-esmerilhadeira-titanium-_JM?searchVariation=173708890391#searchVariation=173708890391&position=37&search_layout=stack&type=item&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Furadeira Impacto + Parafusadeira + Esmerilhadeira Titanium,479,17,32,Titanium
https://produto.mercadolivre.com.br/MLB-1493911021-furadeira-parafusadeira-kit-ferramenta-_JM?searchVariation=79408639787#searchVariation=79408639787&position=35&search_layout=stack&type=item&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Furadeira Parafusadeira + Kit Ferramenta,228,266,32,Titanium
https://www.mercadolivre.com.br/furadeira-martelete-eletrica-de-13mm-metabo-sbe-561-560w-verde-220v-acessorios/p/MLB15501664?pdp_filters=category:MLB189007#searchVariation=MLB15501664&position=7&search_layout=stack&type=product&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Furadeira martelete elétrica de 13mm Metabo SBE 561 560W verde 220V + acessórios,799,9,32,Metabo
https://produto.mercadolivre.com.br/MLB-2042301332-furadeira-parafusadeira-12-20v-scd700c2k-stanley-2-bat-_JM?searchVariation=173754246720#searchVariation=173754246720&position=36&search_layout=stack&type=item&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Furadeira Parafusadeira 1/2'' 20v Scd700c2k Stanley 2 Bat.,787,30,32,Stanley
https://produto.mercadolivre.com.br/MLB-1215603532-furadeira-impacto-650w-gsb13re-maleta-kit-5-brocas-220v-_JM?searchVariation=174269570160#searchVariation=174269570160&position=33&search_layout=stack&type=item&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Furadeira Impacto 650w Gsb13re + Maleta Kit 5 Brocas 220v,404,188,32,Bosch
https://produto.mercadolivre.com.br/MLB-1843017112-perfuratriz-110mm-de-concreto-laje-portatil-uso-profissional-_JM?searchVariation=80528164870#searchVariation=80528164870&position=39&search_layout=stack&type=item&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Perfuratriz 110mm De Concreto Laje Portátil Uso Profissional,569,46,32,Thaf
https://produto.mercadolivre.com.br/MLB-1812256366-furadeira-de-impacto-12-profissional-c-jogo-de-soquetes-_JM?searchVariation=77626269584#searchVariation=77626269584&position=34&search_layout=stack&type=item&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Furadeira De Impacto 1/2 Profissional C/ Jogo De Soquetes,168,194,32,Titanium
https://produto.mercadolivre.com.br/MLB-1551711131-parafusadeira-furadeira-18v-12-biv-ws2938-wesco-_JM#position=32&search_layout=stack&type=item&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Parafusadeira Furadeira 18v 1/2'' Biv Ws2938 Wesco,419,56,32,Wesco
https://produto.mercadolivre.com.br/MLB-1885232491-furadeira-parafusadeira-impacto-12-titanium-kit-200pcs-_JM?searchVariation=84783853571#searchVariation=84783853571&position=26&search_layout=stack&type=item&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Furadeira Parafusadeira Impacto 1/2 Titanium + Kit 200pcs,216,129,32,Titanium
https://produto.mercadolivre.com.br/MLB-1951632418-furadeira-dewalt-dcd996-20v-2-baterias-5ah-carreg-biv-_JM?searchVariation=91386341991#searchVariation=91386341991&position=28&search_layout=stack&type=item&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Furadeira Dewalt Dcd996 20v + 2 Baterias 5ah + Carreg Biv,2.869,52,32,DeWalt
https://produto.mercadolivre.com.br/MLB-1774734532-furadeira-impacto-parafusadeira-nakasaki-820w-26-pecas-13mm-_JM?searchVariation=83055512582#searchVariation=83055512582&position=27&search_layout=stack&type=item&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Furadeira Impacto Parafusadeira Nakasaki 820w 26 Peças 13mm,231,83,32,Nakasaki
https://produto.mercadolivre.com.br/MLB-2181286965-parafusadeira-furadeira-eletrica-profisional-38-450-watts-_JM?searchVariation=174212863068#searchVariation=174212863068&position=48&search_layout=stack&type=item&tracking_id=900f344a-398b-4775-ac1b-9b936b1bd91d,Parafusadeira Furadeira Elétrica Profisional  3/8 450 Watts,148,8,30,Nakasaki
https://produto.mercadolivre.com.br/MLB-1678085616-parafusadeira-e-furadeira-eletrica-recarregavel-multilaser-_JM#position=25&search_layout=stack&type=item&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Parafusadeira E Furadeira Elétrica Recarregável Multilaser,175,167,32,Multilaser
https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=GrItW80WRYtFMz5YE9W%2FsURd5%2FC7EHWvGBWjVWLEnE%2FtSfvBZcKZ4aPQAylgLYsL56PKEAy0qVawCy%2BJ4J1Hn3mQOKm7Lm4cxm6mPTRqbZfPwYoP1TErIIL0qyy%2FMn6QAtrJv6jtCpFSHTyS1XL3tpKmAE2raIe8DGtRHcKO5XVoWmmvLztDj2HsHOHr61rbGcpDJZc8KMmne1dnUf8Z5tsi7c5CZO2khsLPX46n2pDR%2B5e2y%2B%2BimQUKhUz3PwLY0NQofAGnUtvgSs6P67AmgvMPwFb7s1lA7NhPcxhh%2FqCEooDGDiatdbuUmeMUqDjEUgOqMQ7PJuWuNk2uuc1iWdTafpqEEeVt8VaooTpetkzd9R85IyYcplqv5CxmsVVdqDMT2j4Q4w0oWTJdfXdRlu7cEIKRegVYxeHHigUP8MoYYAOhIcdRKmDKeEjljAvUv7gkE4c5l11I2bJGpsmSsYvgvtLKWwx%2FChq9HrRQ1dktRPtum0lJzIwZuElMpzbPLYa6K7cxxZC%2BUKhJMGRL2G710m2%2BExczOY9Jw3KhAxVlT5%2Fvm2zPSWzIxNPyqN66fuoDLLnMBiB%2Ft%2FsMhMxyCZOeV%2BNMmezDJgrHH9GA1JONbzLzS9soVkmj1nae8P2Kz6c50t0FP9fuV6TEXhIz2rumg85UGJduoR%2BSziJN6%2BGAJVym38T2i7D3PbkOTJu7MQh61u8q7si19ZZU53AsundceYYb7L2RuoJ98vsOvWjIeO6jxhmTOjFcw4Dk0uP5fPgta4PBz0LATjmz9tOLThFxSUzOtQ5LSbWpoTm9NA5dNC9hx9Z8UHP7k8KbtJ9g2PCFa8TxUeu66comggFcqvMWuqmT%2Bqc81H0iGQT3y2wI9O6Dhx9i63f5nsHPcmJ8OeCpsK8iSP5ADpmGD0TPcN54YoxAVJwt4ItYFo%2FfGpSu%2B7xLW0iweRV%2BeI9qdr30T1hnkh3lIiifRPlQj72HJmfoRtDwp7GmmuiHsL31hkQPBMaYTrKGJZZpAtx2OUoLiXZMk1UBL7NmkTjRI%2FkddC1RJDzq9g19%2FPVVaRwTRvkkXl63kkB1vKYpcHjpc2TyRuYK9K6N9bqNPbK6q9WgrVQ5vABimBDQUyFUCJN7YLItngwpA8k1ShIiboh4Vp81%2BfjqPgr0K2BLPo%2BbM3EpNmivAuRTpPXQy0msOJrbVngZ1fx12sEamZ99Gwlj2eHuo3IqU8xmJeZfXcx7lm8xpDH7aCuVOU1VkYJRf2krirB05ENAfC90PG7b5GCIauPUSdRs4q4JavVl%2FdBx7EyfThYHQNdwPvA%2B5xeOsApl2WcFyEobr%2BMp3i%2Bya2o6WU%2FxTbGFA8ErRa2VkJquFpwy2Iny4MFNFsJbj2ZRYY4dyhXfl8BGv3JQO4OvOEUjxhbAA7ynPgTAItqoU7H1GXLby4S6A5g3Oqd5RY657OD9rpT5sQAHtXtnC5z%2FKFlQYdlfqeO7jSQyyY25b0JHz%2FBhMSpuO8kDVKWDcrC7ecDQa3lMojIZYHDAFlRmXZ08c%2FcCiH8Y2InU6fIR69QHrchS7tC79jmt4AH%2FYOD03fp7s2jeQvceiFb9F5u47F2R5i0ZUBl%2Fi3Du63QZMJtOBsS8PVR1Ddrd6V0UuJuZGQhVubgU2Iw7xSCqGPvejXRlGq53S7iNFBH9Xl%2FKYeKAfCJgeHGHfXlLKJax7kQFQxb6ToOoe%2FTr%2F60MUpYWxdPI6jzWKHx9aummxYQBG%2F5tUMfJ5xOBld46QVcRwVvLcibKBq2b9SLlKvOt6so3m4wI2uTccpSeCMOzw%2FfLeEYvMKxK2e23yM15txsikauw8LGEHgUKv2%2FxVco%2Bg%2BbXwmz0Oz6lkjwcmLQJJ4jLiHnl%2B2Kjl2DoooLgGQQVjez0tN6tL8s0xXl%2Byyk%2BRvChOCB2CiqUU79hbN%2BUVWJe7Ya8gprYlqEpPCAkcVEimbbqRTcvYHqoVR9RRW62we8pA33Q%2FaDnAUEGMrK8M%2BjksY2ubTJGgih49XO2oh5f7fpE%2B7UXMhD2Yp7j2YSr8sCleiaszkhEvRpie5bIlZY6Jg%3D%3D&rb=x,Furadeira De Impacto Black Decker Tm500 560w 3/8,163,334,32,Black+Decker
https://produto.mercadolivre.com.br/MLB-1602366025-furadeira-parafusadeira-com-bateria-ion-litio-12v-30-bits-_JM?searchVariation=174269373520#searchVariation=174269373520&position=29&search_layout=stack&type=item&tracking_id=f55dc23e-6236-47ed-9ca4-1268d9be6c63,Furadeira Parafusadeira Com Bateria Íon-lítio 12v + 30 Bits,218,39,32,Arita
https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=h1wpoqrwEyai2S2hwgP61%2FgczKaY4GPZ2UEzqmPV%2FXdq%2B1c3eJamFscvlzgL6OrXdJBLQbA2UOwUHRf1UIS%2FbGge3HUO0BQIdx4eSGePpjPe93ZxilDWccnCbNYj0FaX38O6O1B%2FMDmSZTH9AmpB3LILEGX0LoN9mHk955F%2FOHpPpKZOKZT0392jlUYIFq5jj9MoW7WDrU64chCU7ajXyrso414RVFtY2dHTE5HZ5j7jtTGAmJo2mmkPQKc7%2Fh6%2BWFs87oMKTw%2FRdACTCOXZwhNgpUHuw1uSY4WfsZdiVoaF3%2BmDNpnT1vJXMgmlkErfUS1CHvRMxK2Ixq%2BbLlUr2tpUMv%2BM3%2FOlP1AYjGRJtSKBPkRGsrxvog8ioBO3AMYApklUI8ZwwRxGQVG8%2BvCHAEXOsrTS860Pt4Qm4sJa60WYgMIOT1%2F7U7C2aWtAOKYUFWjqZzSOlkQXNjRkoEX%2FqMBkfWd%2FWRnr3Q5MKNnGLZym4zucdEFOVLRj90crVN9q1uIELFQutCmzNSSczrrSXgFARpihedplOZhhkJGJWqJcUgmFKY1xY4VlZCMwyM4tVHaqXdpsXV7Xa08%2F6d%2Bn3KGiW25XZSfoH7tblpi4HEZwqDqD2BO3p%2B4YuphuPcyPJu6UwyJ4UBIuXyWHmWxwEs5uMbClsASnc6DHg%2FQNex9rkwXusSaNu6U4j%2FIv3HQq%2B2%2FQLkidN3pDMNIx9HuE5YHN8PAQAWYdHmsw4ZfHFAsc7y6ifCoCYtfX%2BWWjNgiHGLnmUGZKG2%2B0Eff5vfylzko8bPlxm6GwdyKo%2FuLSsP5u4Rx93lqOQyxG53PJDxX7wkGGkZbUdUJqw2BkhFCasd%2Bl7Y5usuO5O4RXGEelaxqUUYrUVh8oJcXL6yr1tQ7WLzH9%2F3EtqHDzh8Ouwb4jSclE3MEg7%2B2%2FFc0FOn30gIOIDMWxE6qJNuDiQpO75fx07Wbj6UC0rtjZDyF%2Bbhr0KJp%2By4KT6B4ly%2B4BIshm40C9HV3WT7Cpmc66eP3NHQ6U68yO%2BDwBwDccBlQ%2BpTyxPusN4buubQNumGkXmnWrXNEnVdFKj89S9QrfMMCanrEH1qcRGOFpnlei3J4H%2BxM%2FV6aOH96JNHZrxH8MivNJV3YkibDrKGivEg8XAD66SEYm3WVcKOoquAHqXmB90SPrUDpo0LmhkvbQiD1IPwgWihtVL%2BrRLhF08csQOmH5pK25f249fjq9otTGtsU1QCaF3uh8oEe8BpjZ1%2ByZaDLXlQL8s7EQj%2BdEzuimu6626792Dn3m5zRLpjiGhlEg0Upbn%2F8szVNO%2Bzw0UDFZdmemR%2FssStgDztvcvArnJso%2Fo71JASwWYn%2F3M57AR6zW5dLIPGZP7iSjewIkRqyud80a1JVvy811W%2BXHOuEhq3XxRydqvbAOJv5Ujzx4BY8IsKAkOF5A2xxjBx8qjU1JKFuFC%2BHdCIoHPTALmTfrxWKL%2B6GHF%2B5kOl2wafgpJJZg2zoQOcvC6kFmwKTomcOLfty%2FelgdQHxKVKGnITxgwXkwFu6AjHutaQh%2FjFB5XJNKwD497WVcdVWjxK6Q24iiEahmiGPKkdXas1faaH9q8gv9iWnRds28fqRE7VfPsStKT862%2FSj3ew%2FtfUkejZOgwVdke7wEU%2BiCKZIC8jDAs15M4U%2FmLzz0H%2FvEw1GbZ%2Fbzh9YeWuE%2BPK53gt3bybYRvuJ5cmIRn2%2BaFg1IkUaBH6wPmVvS%2BSxPHu574cIh0mxY5Im%2B1sJLDvWAH6dE8RGMPayKwmYaNCaAgJx2BTiWlZtELYwSm07qGA4xSxKakg2TGy1vL9WjuG9LnZOqsXe7PkHLYdWvuCUOcQ%2Bl%2FDgg%2FGSk1PEPxByt0dVNJ4%2BoBG7E3upXZ4ZfT4Y0W85iylLHgzbS1%2BrqLU1MQc7hy2N0mcIapi4q5gyPB5EawZ1MRLgsxDn46ZhYkoDz%2B6tZ9C4vkXP0sfn3PezubyNXK5vHU0e6Ay9CnILhFH%2BEAXx8us7upJmJWIMXou5OMGH9BPuERfGwIGKKgiXDAjTBLfcVJfjsgsw1qIKiVDrqG3mmfi0PZQt7hDyBoA%3D%3D&rb=x,Combo Furadeira Imp Dcd7781 + Paraf Dcf7871 + Bolsa Dewalt,1.869,219,30,DeWalt
https://produto.mercadolivre.com.br/MLB-2059622923-furadeira-eletrica-impacto-parafusadeira-nk6030-3200rpm-220v-_JM?searchVariation=173820435161#searchVariation=173820435161&position=49&search_layout=stack&type=item&tracking_id=900f344a-398b-4775-ac1b-9b936b1bd91d,Furadeira Elétrica Impacto Parafusadeira Nk6030 3200rpm 220v,258,17,30,KNakasaki
https://produto.mercadolivre.com.br/MLB-2108013486-furadeiraparafusadeira-bateria-12v-pfv112qr-c-kit-vonder-_JM#position=47&search_layout=stack&type=item&tracking_id=900f344a-398b-4775-ac1b-9b936b1bd91d,Furadeira/parafusadeira À Bateria 12v Pfv112qr C/ Kit Vonder,256,31,30,Vonder
https://produto.mercadolivre.com.br/MLB-2117590908-furadeira-de-impacto-makita-hp1640-12-pol-760w-220v-_JM?searchVariation=174172039379#searchVariation=174172039379&position=46&search_layout=stack&type=item&tracking_id=900f344a-398b-4775-ac1b-9b936b1bd91d,Furadeira De Impacto Makita Hp1640 1/2 Pol 760w - 220v,394,45,30,Makita
https://produto.mercadolivre.com.br/MLB-2032052390-furadeira-de-impacto-12-650w-profissional-dexter-_JM?searchVariation=173703265959#searchVariation=173703265959&position=45&search_layout=stack&type=item&tracking_id=900f344a-398b-4775-ac1b-9b936b1bd91d,Furadeira De Impacto 1/2 650w - Profissional - Dexter,183,17,30,Dexter
https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=lF2%2F5o5ccYfuDgDqrL4%2Bdngf%2FfpR3velOQmKeFMN6EBPtit4N9w3%2F4XbDJqiDknJuoYybvhEcu6c1s27KpnAmXJuMx%2FOI7xztNAJCjHQ%2FwpgZoboaR%2Fs1ZkOTqALMLmlTl2%2BQ09%2BVQaU2S7DZg4OacTt7v8WzOCczXxxWH%2BAlZkdAf9oMOYSEGR0jhja0bYSHZv6DjAR4tr9vMhu23M4jtHBgID%2FhTqdQRqLxMryRepOZbS0RULeeSaVmoY0Or65CggwmZjDVNrmgLd4Wx%2F%2Bcd91Rfm5fvVQZ76T%2BUVtFDf%2FonoXkfX6MsMGSHJPCBYgmLpesg9CkU8rype3NvFXuDURCZgAz7PSCp8%2Fvl7Bg7bEce0d6oVrZjoTW4cv%2B4lRp9Sqcu0FuRwRtqYDoLDaPJ7SbiUqgr4Q%2FUBRZzjS3wPUDBQWENn3piJid98hMCK3AbxggaxrFrzqwZwFu0mYp9gyV%2FKrszfVILaxT6Jxw%2FLj4TEpxl6RvUbrwURDTQ3%2FSjPfTxxFGr5KW4HS00H8OmrDbRJBfpn%2Bhu10XjlPV7INxWW3w4Qmyw0PgTr%2Bi73%2B1qWqHUtiESWIYwVGfhvjG6EfpoNUY8OsqgLpOEwFcQzgcxYQZqxELz2KKt5eat9g9iqB71VwG7miUljxIO%2F%2BkS9qRcJzMNbhHmzbus2zjv2hvA6z5uyNHJLSElH%2BHnxWnVx6LZe55PlIdWHuVVQxd4qOhpOKXDxNzPLAXpGeDojiyKkC3nSvB77HZ5FOPrApxY09SA4j7ROFk%2BeU0Jk1xYg6EnI8KPbqjDBhHCVaGepUbkS9XALX2VtrNlbep6UACQg14w0%2FPYZzTTl%2BNa2LcaN%2BEX1abk6WelqiJGlZI4rWPmcLUc6GnWUFmt6lW51WL5Goo8%2BSakm1aiFc4oz%2FMgAlM5qHsSWOr1siYKgVmDTpFc97dfMeApr%2BgeRJMWzCh50IPXXVOKWqWY3S93kL6nCGkYjIbypGELO1xtRxnz8gfaQWrjscez9oSClvC6EJmVrabMwXLf%2BhFVnzWxBvK%2Fq2BChZUAN4cr195u5SUwAzE89K4UvNAbtnJ4oYVXR1pVC9uP3S7FL%2BeDgGckzp67FDGa1oMofo%2BnfiGzfm%2Fd5wnD6oPUthyOL1l2OHKerGFGD7i9QuPNjF8HA7FBSRkTJm8ZzAeoeCu4ToBKqwGxONal4fqcbuMXjR%2FgOz%2BZNm6HgaaVzXgGt%2BzXmaXDIi9IjV%2BP7THNyxtvF85wEYVENMKsB7Tcree9EI2KwuMfIxfk%2BSnZlO%2BpE%2F6lvEcQ3ktViankXZ59IlRmZi1wq7lUggYH%2BjrEwZAK3UBNojFuNjIN%2FZWpsQwDjHDs2kMPugpIVez2E4EAjrCZgdnzLAcDLuZ5dV0uXoy8WqaMCbRryx0HOAHMDDG3YVHh04FcH1uA8a9GXh7s46jkxZZzZ6Poxb7x6yPhJck3TR%2Bc%2F44dm3Nznizb7G2YZZIMu5Bp0BrOh5lvodx1mpn83YcXlTilsdGK1QbvZZISXdM%2FAiVNabazsVLetlIF5y62tgE22sLLwQvYi3Sg376MHdDK8qRyRyO1JHG9g4MfgObTwfz2fyhG8HpGQGlela496TsarGbH0UY%2B0eNl8YoJL4ncoARFupj6P3W8pbKVad%2BGcPFK7SqXHvZvrytPouG%2BJx7Av74vumhA2apY2F0%2FClSyYQ1FL9j077hPLEnXXdLssAG2yYjnbyUmaqCGBLvLN7OPyYdtLM42wKJ1%2FYa2u%2BmAcL87tPvUgmCsbzoBI6A2VH79mb37y4jUa%2F2%2BW6oZQ88lNu6QUfSlk9DTa1XJHhwUGW%2BTzOyUqHe8kBJgNBmU9CsPIwSLuB1F3KRt5M7iVtSyG44ljvdlqNuNEnrs0%2F157Z6%2BnAcaRbRdSoYasdD5VuVctGLuML9TxnQfdZmO%2BPG%2BITzm%2BIPGqyTEVzrMF2AYbhosg05dYfuJUxAatoxfAMOAs2dy6sQuMMoeOeyF94sioVWDmT59yx52LWunONJWsmbT0bml8tsj6SRmyiziENdVQYNtCmqH9II9wGWlurGg%3D%3D&rb=x,Furadeira Parafusadeira 3/8  À Bateria De 12v Scd121s1,541,32,32,Stanley
https://produto.mercadolivre.com.br/MLB-1319378063-furadeira-de-impacto-tm500-kit-300-pcs-black-decker-_JM?searchVariation=43476307711#searchVariation=43476307711&position=44&search_layout=stack&type=item&tracking_id=900f344a-398b-4775-ac1b-9b936b1bd91d,Furadeira De Impacto Tm500 + Kit 300 Pcs Black Decker,249,1013,30,Black+Decker
https://produto.mercadolivre.com.br/MLB-1584768990-parafusadeira-e-furadeira-de-impacto-bosch-gsb-180-li-18v-_JM#position=42&search_layout=stack&type=item&tracking_id=900f344a-398b-4775-ac1b-9b936b1bd91d,Parafusadeira E Furadeira De Impacto ½ Bosch Gsb 180-li 18v,749,40,30,Bosch
https://produto.mercadolivre.com.br/MLB-1894059578-furadeira-profisional-pneumatica-38-reversivel-frete-gratis-_JM?searchVariation=85699940652#searchVariation=85699940652&position=43&search_layout=stack&type=item&tracking_id=900f344a-398b-4775-ac1b-9b936b1bd91d,Furadeira Profisional Pneumatica 3/8 Reversivel Frete Gratis,334,6,30,Eda
https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=00WEpMTF8kPILdWMw6vfjEpFlJTKgDGC%2BOptskkAfF6YkOnt%2BhrGQzLVinAQs7hYuxBKI2lzCn6sUDT4IBoiT%2Bcydu0aS%2FQpZ8SRjqXtEh5GjQdn59b8PYGqwAR6fRDlp9tMpQeZBJ9YSJnzNUrJiZT0%2BrUsHSVuw1Dao8llrZIOm3C9E3iZTOMg4oROetnttlIcdG0v1HuYFsOB21XMjZqjO%2BEQEor43uNW%2B4C8kyLdOQoLroRNz%2BwhJ9l6nZIFII4mNf8J%2Bc8hLegBKnilO5WgMwQYVvshETJUHJfon1KhXJlqBPeirYB3mQobKb%2FgAbS%2FQIVP6%2FyQzCyJiYLyocMYO9ZVxl1vZ7m1y2c9gqTZWZ0eXE9IQ77oxJGzSaqg52QLFiqMNUXDBa2R0H%2Fq3XCVK94gltl4G3INvrOMUsqny8iqQ5r0REEJHZlKR54ey97zugtH5mPT1mSZTU563KtCM%2BQIjHBJyXv%2FR3sT6Z6U6GsiwOnGbHaRfyArgR%2FP9iHsDusBNWn6cj5IIQy2pH0XrzQgflv2WvQQxJMroLy%2F3VRHMGKrnXhg1E9TMGP4AUZ1fPnpYjOoMO773RmK%2FXw5hWAT7Cl0FziRxXT6wxaFzesQc03%2Fez9H%2B60iy%2F0yHG3sZmORqvAGIU51Q23%2FtZuK%2Fa81mypbinHISK8GI5BSOSTXzxX3eapiLUi8tfq5AbNR%2BsJQo9KaiYLeLi0tZUoeqWly4LeNPQnd4fK4DXwthzYbYL%2FhRiXcdgckHXyvQPU9xIUw0JAd%2BHo332By4Pzpe%2Fk4iAbxRdU%2Ft7X15Y6ST0aMLxZSA2Igtviz9zcvyk%2B2t%2F1lKaYOppsd2%2FupmYcYdwC9YV2ak4PXypQlJZT4iLU%2FsRoR9CBshWdcC5Ezi%2Bo412HivrnMu1r3blaDi%2Fs03I8lsuFFLiX6B9%2BfseZTWQ64uUdKt%2BBj4b6AjCUNBD3q3b0u6VgIpG0yi2nhjWWiSEiVCHklKOn9emvPOMtawb1yeoMRxw17hS7eWh9Js4vpokAz2qGlgT9MSnXOZ%2F64FHDvT2MLHyInWf4rdzQfe4XTZvHUo%2FRp7U%2FFu5zaqSQpEkDdiE4ohWWHddNqu2DIAkKIk3pkGYO3T3Bw15gvy5zqTyYz%2Bthw0lxf6W1RoL5u5MPbE3g3tilZ7OrilR5uvVPOjrBYCMyL1gePQIuCIb21TnlV%2B4XRzfKVB9PAQGfr8RjhLcRxKc4sjXmE1ON676fOyGjTx93WfQz9kazQTwfcqh1TzHvxahLNWiq9WhGYtrVHaCCn5tiZjBeXYDbchw%2FJoGgddYP%2Bk7Zx3qnANSH0kZ8m%2FczjgotDQxRiKb9Wrx%2Bj2DOiN1TCrFsriWxDwg6F0%2BqfCBpGApT4FWnn2Xi7JmVhroCWMS46dtCr02KVdXpyuxDdpcTA4XS1rQ%2FAh%2BierAiHqB9f5RMWksJFHKkcbuw3VOTMkFoEMMY7qJUzDHfh%2BPO9qiL3MDvmM%2FtJTCrv7o7dpBzBojCo6XNrsE9xO8OFClhKXeQKwXpHgRf2kpLRN5SQ2UGNuC4IdP2Nd%2BW4S7pxQsj%2FVD9cUgEbGY1BaOxgWMiFMoEqVS7SMeTYr0gpm45cP0TjScyz693eInnQE7tGXMvPL%2FzRNShs3WmwNfCt0JxRPFMpFi6rNH0ZTN%2FPEGIhhGTXHN5I%2BeQODktVHnN%2BH2evX3wnc8DQwnGQVSOrtbBF%2FJI90LCbNAWb6Zn80sAYYZVxoQRedW3K6b%2F%2Fdaa%2BlmIPuiiOeJvCYlb%2BDl0F%2B1pB%2F6gqKkGEx%2FG%2BFbAvM6M66waNInCmyAIhYZleOdxa54VS6fD1B7Av4%2BEVFdFvyei2W4ISNZO3f7myopWHypbSZu1QFe6d2Tqqz20SS77X546wBjItHz%2FNQOtUW8236pO7TZm77%2FXylwLGJ%2Bnt8dQM0XeuL15QMyR0A2vvLREP%2Bf1AWcIZUpKldzGrCbve6fgn8ywg3aXOdQa0rdWuojddF5%2BXwyj6ErKMqZiaw2qan3jFVwO9lKVJYOM0OynLa9%2BhU1pZM2PvoB30ivbNn47Zb8PqDfUPLggKA2PhcUZN3WS3efYUs%2FcqOkLY3XCBl3SlHPNy98k4rkBOjH0pEQXQVojHxm16sxSdkQkcASv1zslJGCfXlicU5enC%2BdA5yyGehOPqObFcLtdzmtLnC05PunxdOs0%3D&rb=x,Furadeira sem fio de 10mm Black+Decker LD12S laranja 110V/220V + acessórios,259,8585,30,Black+Decker
